	logFC	AveExpr	t	P.Value	adj.P.Val	B
BC002646	-0.569864358305604	2.78138621641121	-13.9321676262136	2.90800196469106e-23	1.49110708741499e-18	42.2034299708815
BG491844	-0.371346055763779	3.18331986363941	-13.7619201439701	5.89324902723109e-23	1.51091118560151e-18	41.5226966366436
AL833444	-0.564717304444305	1.82681602667474	-12.9631228449545	1.69903432849608e-21	2.9039894742655e-17	38.2775923845866
NM_002135	-0.587299613880615	2.46819708170857	-12.7851066900606	3.63115251223846e-21	4.65477440543849e-17	37.5431910443965
AW592227	-0.545184357190656	1.97488209772715	-12.6845262593216	5.5861769609857e-21	5.72873619703005e-17	37.1264916635669
NM_002228	-0.505633946468172	2.92950850582696	-12.4103290229156	1.8182073707216e-20	1.52334361128647e-16	35.9841757853443
AI275690	-0.13440451303264	3.45941400592495	-12.3792427389299	2.07960942331799e-20	1.52334361128647e-16	35.8540927733565
AF087853	-0.415031799816976	2.7915283594988	-12.0864240153205	7.40913835995906e-20	4.74888723181576e-16	34.6231430103061
NM_006800	0.222703589448565	2.81082704960013	11.8647160065878	1.95079705172096e-19	1.11143410693382e-15	33.6845235918582
AI684760	-0.636118332793657	2.07407364386557	-11.7941212499221	2.65799706877355e-19	1.36291457698432e-15	33.3844941702901
NM_001674	-0.684589646780476	2.74494892212166	-11.5241269576824	8.71713644779901e-19	4.06345353179402e-15	32.2320013132172
AV758614	0.192122196857713	3.21666731897872	11.5028818004388	9.57403743498565e-19	4.09098619596937e-15	32.1409849451054
AW197431	-0.681439763208328	2.04549475308879	-11.4801374597912	1.05854898862936e-18	4.17524291853531e-15	32.0434937144602
BE563152	0.239111389987357	3.17260852693575	11.4388309160288	1.27050979857217e-18	4.46868794572333e-15	31.8663002991308
AK000850	-0.654121405390296	2.33620203132177	-11.4323834122893	1.30724547909061e-18	4.46868794572333e-15	31.8386264350795
BE327172	-0.537703297346972	2.55985179125557	-11.4080634158398	1.45568271853173e-18	4.66509919221457e-15	31.7342021433625
NM_015675	-0.383067036963609	3.04322790391452	-11.2765465348031	2.60663418194862e-18	7.8622220184469e-15	31.1684600426258
NM_014747	0.677419716136566	2.52898977627323	11.1994339438747	3.67073373453092e-18	1.04566968317671e-14	30.835945534553
NM_003155	-0.994608446128771	1.26994695708846	-11.1296249342375	5.00663158188397e-18	1.3511581104878e-14	30.5344249391055
S77154	-0.615297658073042	2.4604205343717	-11.0152927470709	8.33126656545186e-18	2.07496251092297e-14	30.0395963741987
AA741074	-0.368930579666872	2.09224811197786	-11.0108498266704	8.49797424319025e-18	2.07496251092297e-14	30.0203427599519
AI935096	-0.594494844209881	2.64460497701471	-10.9518524610097	1.10571195409901e-17	2.56696340256978e-14	29.7645025334275
BF038869	0.363745465234012	2.49364463413175	10.9427804333905	1.15141895348906e-17	2.56696340256978e-14	29.7251337542538
AA778684	-0.617157874120969	2.25011834679622	-10.9200462583528	1.27447082531251e-17	2.69225983040558e-14	29.6264442689728
W87688	0.200782246083964	2.79517233456075	10.9134422982912	1.31263155784655e-17	2.69225983040558e-14	29.5977676146775
AB029551	-0.145440382546247	3.14967488369957	-10.8700636838137	1.59347303607518e-17	3.14257397683811e-14	29.4093057705263
AA603472	0.67533043960421	2.11649194846637	10.8520487839225	1.72716206755503e-17	3.28007267318339e-14	29.3309894464018
AW572402	0.381200129125636	2.47098875728736	10.8303885420008	1.90290303478093e-17	3.48475914326525e-14	29.2367878379313
BG533558	0.328547263447138	3.05190428847699	10.7945127370575	2.23437407655078e-17	3.95068155686958e-14	29.0806717596398
AW235548	0.16772901152359	3.11947977710833	10.7380662294804	2.8772206239428e-17	4.91774549044303e-14	28.834816013142
NM_004417	-0.294277590893431	3.50547393701281	-10.7209906744312	3.10609957248232e-17	5.13768908640655e-14	28.7603890459731
NM_006186	-0.802006020370818	2.13675992566942	-10.645931078419	4.34966518925068e-17	6.96979475762556e-14	28.4329384202161
BC029514	0.401853782961157	2.62287746028933	10.6333044447606	4.60336096143331e-17	6.98452024271726e-14	28.3778084468425
BE501810	0.518539601613403	2.37882733626615	10.6319576190315	4.6312834123642e-17	6.98452024271726e-14	28.3719272135418
