	logFC	AveExpr	t	P.Value	adj.P.Val	B
NM_016190	-8.60915525231162	8.33430658527623	-17.6923951982383	4.82397127640653e-26	9.16816872308303e-22	48.4286604606641
U38945	4.24263670888858	9.18011911885079	17.4945789418676	8.67869057467155e-26	9.16816872308303e-22	47.8706856629589
NM_000077	3.73004462064697	7.81019416227126	17.021320547064	3.6016658462456e-25	2.53653319998257e-21	46.5160993593931
NM_002371	-6.45170041012535	9.00792043485537	-16.3764099549098	2.61183047873959e-24	1.37956885887025e-20	44.6246832443491
NM_005483	3.35163342063494	5.20231257343814	14.8531018032753	3.43494358215373e-22	1.10548656461935e-18	39.9416286311336
NM_006025	-6.22620862695948	5.75913909120041	-14.8504294633362	3.4653460525556e-22	1.10548656461935e-18	39.9331410067227
NM_004526	2.75004665623099	9.45088993564042	14.8336443629623	3.66263060977635e-22	1.10548656461935e-18	39.8798077281164
NM_005915	2.05651745087696	9.74590333091946	13.4147013260993	4.49543104254237e-20	1.18724333833544e-16	35.2324248857136
NM_020427	-6.20938573013546	7.15208976571992	-13.1855897433434	1.00128593082469e-19	2.35057434960712e-16	34.4561853353143
NM_006121	-7.10665329961221	9.22448951454811	-13.1503358252868	1.13326709436395e-19	2.39436671697216e-16	34.3361059654849
NM_016448	2.92693962372034	8.16868145238378	12.9354382130612	2.41890332942697e-19	4.64605359492118e-16	33.6004665165345
AA548647	-4.75031200133237	6.7484951507574	-12.8074156565457	3.81070592382865e-19	6.70938289655432e-16	33.15922721681
AA292789	2.42109829072449	7.5234523641057	12.2829442318924	2.5066366429091e-18	4.07386299933719e-15	31.3284414625078
NM_000114	-5.23454455940503	5.13296564173554	-12.2096141403873	3.27096790030976e-18	4.93635784269604e-15	31.0695232528253
NM_014708	2.38674536177862	7.45802356515319	12.1255310874662	4.44191752067826e-18	6.25658889179268e-15	30.7717574118315
NM_001942	-6.80754695811245	5.90978399967898	-12.0075356401135	6.83455032725524e-18	9.02502370714054e-15	30.3523176021484
NM_003579	2.66544242505564	5.98422908027641	11.9594791479771	8.14971575700311e-18	1.01286585008213e-14	30.1809645167063
NM_018063	3.91055773930796	6.43122176383738	11.9171831723134	9.51734600187638e-18	1.11712492404247e-14	30.02990050741
NM_003920	1.69715965632976	8.10590553179954	11.8812141825038	1.08614185903965e-17	1.20778974725209e-14	29.901249509115
AA807529	2.30352130814562	9.02314430636426	11.8451997930818	1.23993553108021e-17	1.30986789503313e-14	29.7722667072758
NM_001071	2.54590041758068	10.5010034489537	11.7387541959182	1.8356521064716e-17	1.84684084312057e-14	29.3900526668954
NM_001379	1.43331190242714	8.63660958703099	11.6230638855356	2.81619279464389e-17	2.63863941240248e-14	28.9729804771941
NM_002916	2.35205803633922	9.02058848012838	11.617729719364	2.87243025772705e-17	2.63863941240248e-14	28.9537088608343
NM_021067	2.45382156815716	8.18451904241654	11.5222598213189	4.09442513175377e-17	3.60445892432057e-14	28.6081731619218
NM_001761	2.1176850544148	6.46138603649466	11.5008410950671	4.43400159292042e-17	3.7472634262089e-14	28.5304923202496
AI343459	2.82699477103972	5.70393175656883	11.409989590492	6.22065891098351e-17	5.05500313350999e-14	28.2003477349044
BC003186	3.20877655447367	7.66148876897389	11.2049213400459	1.3406061395419e-16	1.04904913023116e-13	27.4513403569262
NM_005342	1.7353836439912	8.92748446012025	11.1839085568722	1.45074805776239e-16	1.09469303444299e-13	27.3742963084367
NM_025087	-5.74505274891672	4.81602093769227	-11.1741273187075	1.50508721015779e-16	1.09653388193841e-13	27.3384145115495
NM_005956	1.37084810034071	9.40919510736231	11.1577428324103	1.60074892311459e-16	1.12735410825217e-13	27.2782827671996
AF007162	-4.23360285917152	8.78452525453816	-11.0665728567252	2.25674799375152e-16	1.53808295522523e-13	26.9430842502935
NM_018085	1.53045518005239	9.58807683665164	11.0360269062543	2.532512538678e-16	1.67209140366215e-13	26.830551363119
