	logFC	AveExpr	t	P.Value	adj.P.Val	B
BC016788	0.858698245356535	5.52421047495634	8.30800532203146	4.81002102879866e-08	0.00081305369945629	8.14239161618702
NM_000076	-2.45888554023993	8.39327543964846	-8.18044489996355	6.17397999473703e-08	0.00081305369945629	7.93290244383163
XR_018580	0.779285621835533	5.64145961088198	7.96643917836523	9.43108969954384e-08	0.00081305369945629	7.57545114357081
NM_015645	1.77596479968903	6.84427067604677	7.85886125347845	1.16965106916927e-07	0.00081305369945629	7.39291330216038
CR739597	0.939966600162783	6.02878634014347	7.42971429310856	2.80368896956273e-07	0.00155913143597383	6.64565152093583
NM_002258	-2.37019138807854	8.85276027511146	-7.30617536328332	3.62259157626748e-07	0.00159624483972263	6.42487003070794
NM_030812	1.17350202098085	5.88354090285727	7.25643994501397	4.0185987693071e-07	0.00159624483972263	6.33527149444105
NM_021197	3.13578847827328	7.21077626371718	7.1787850297094	4.7283569310118e-07	0.00164339955583479	6.19455729018056
NM_012429	1.30371331729275	6.26282048315234	6.56977252200486	1.74075230316238e-06	0.0049757310522102	5.05674877414961
NM_024674	0.650908577903135	5.71992414429422	6.55710541973681	1.78950945952534e-06	0.0049757310522102	5.03244759716405
NM_000022	-2.10300863044097	8.08241001497996	-6.48854600932989	2.07884423505798e-06	0.00525475126870792	4.9004797983555
NM_006744	0.77924707381134	5.83005333810866	6.4393080603159	2.31594215565596e-06	0.00536623096983449	4.80524720038526
NM_016619	-2.21496246426999	8.50306769458372	-6.43455605150083	2.96440663046358e-06	0.00634040972000307	4.5742849329402
NM_003508	0.659575573150664	6.19550279878515	6.06032194698616	5.37235142521536e-06	0.0099161932313887	4.05977482707917
AK124295	0.839571662082827	6.260721886896	6.05320000647153	5.45889256771401e-06	0.0099161932313887	4.04555978603874
NM_002374	0.838661609045861	5.69684285737653	6.03347255735945	5.70613528869697e-06	0.0099161932313887	4.00614612849393
