	logFC	AveExpr	t	P.Value	adj.P.Val	B
BF062141	-4.50774966604997	3.37134105169038	-12.3737290067322	2.91411720719878e-22	1.49424273916325e-17	39.6580290793451
NM_007117	-5.03278225195851	5.76908125579016	-10.938724202466	4.56616857568473e-19	1.17067429943405e-14	32.6138051168393
BF056303	-1.82012643910352	8.81284329547535	-10.7908450845701	9.80485156000844e-19	1.67584522863664e-14	31.8803906650249
AW138159	-3.06893501231834	11.1310738584286	-10.7187931894069	1.42318367294314e-18	1.82437915034582e-14	31.522698626585
BF732712	-2.34684832416162	9.95040491056656	-9.97832398082731	6.58799483221181e-17	5.89477767800645e-13	27.8378342149514
AI761561	3.2045957444625	11.1873300529243	9.96945799371589	6.89770381231741e-17	5.89477767800645e-13	27.7936585753491
NM_002065	2.16742982349253	10.0995328563507	9.74200384436767	2.24099197221889e-16	1.48785740638996e-12	26.6603508519426
AL042588	-4.38571357232314	8.7837745815861	-9.73327364802025	2.34463789926832e-16	1.48785740638996e-12	26.6168567972076
NM_015032	-2.21025807285627	8.09303325224067	-9.71245848558597	2.61149790496716e-16	1.48785740638996e-12	26.5131580574188
AI347090	-1.31910128809021	10.7469763420145	-9.58491718962598	5.05414127823355e-16	2.59156148182703e-12	25.8778802980604
AV728999	-4.09384602751173	6.55199768463273	-9.51465734654546	7.27010261273225e-16	3.38892528700417e-12	25.5280355461457
BC042378	-4.53958468713178	3.75520767571166	-9.4723232897459	9.04994915558752e-16	3.86704327418255e-12	25.3172929729338
AA156933	-4.38916327735721	6.86047643265965	-9.41809825758114	1.19792074732384e-15	4.7249680184444e-12	25.0474213600163
AB023420	1.35122925970264	11.8728576704276	9.39697183069993	1.33617390500063e-15	4.89383236805802e-12	24.9422993807296
BG231980	-1.59532279453262	9.12908732499414	-9.37511651006761	1.49598384778753e-15	5.1138711852769e-12	24.8335643237102
AA148789	-1.62599543058819	8.33204114108298	-9.33814553310241	1.81094951385015e-15	5.80364045451128e-12	24.6496592766389
NM_004834	1.79966065235711	10.2221132817005	9.32268850488433	1.96151566327386e-15	5.91639277353121e-12	24.5727844566168
N53862	-1.24369750591406	9.71564464193828	-9.29118713040352	2.30816664667579e-15	6.57519738749709e-12	24.4161392425975
AA115117	-1.08308109620978	10.900371864211	-9.26919592059152	2.58579940623653e-15	6.97839212390444e-12	24.3068058053258
AK027160	2.0297297392766	9.82957382913702	9.24836434753334	2.87947093449807e-15	7.38238758186615e-12	24.2032544219704
NM_002266	1.50564513353675	13.0249573095397	9.2357307748597	3.07355602512511e-15	7.50474565449119e-12	24.1404625361009
NM_006942	-2.99777768281793	5.05042714174002	-9.17925906990764	4.11365603926562e-15	9.58781032133563e-12	23.8598638412319
BF224430	-2.39958482708159	8.20293646287479	-9.14168270059934	4.99368042310176e-15	1.1132867711955e-11	23.6732288664039
NM_006342	2.73422673333961	8.31470893104739	9.09890788892889	6.22617896163476e-15	1.33022313515327e-11	23.460853183272
BG235929	-1.73549329540084	8.57593217047602	-9.07160017407472	7.16734935905183e-15	1.47005202293897e-11	23.3253174818773
U52144	2.39009556377796	10.4178600190561	9.00323887475476	1.01935274386983e-14	2.01032043441037e-11	22.9861900285668
AU159942	3.5263917870475	11.103679059384	8.9486372732841	1.35024352607043e-14	2.48129931296591e-11	22.7155063649625
T66145	-2.2179600330665	9.63955993362406	-8.94796129670377	1.35494930889784e-14	2.48129931296591e-11	22.7121563383475
AI340239	2.75466913675469	8.28367274125374	8.88696205320322	1.85444601611681e-14	3.27891634215191e-11	22.409968231479
BE645771	2.23726921254479	9.12312275941613	8.87483372655948	1.97378326073984e-14	3.37359034925653e-11	22.3499125572387
AA528138	-1.19497616600552	8.89969723651125	-8.84683401984284	2.27935431576544e-14	3.77019909339318e-11	22.2113031337615
NM_005507	1.39610952585035	15.449416583703	8.83233441111445	2.45569355733853e-14	3.91341098572549e-11	22.1395447799012
AI565177	-2.90088233282259	7.84551629768912	-8.82659398820099	2.52920853695147e-14	3.91341098572549e-11	22.111139412556
AB022847	-3.1694163933679	4.76525366855153	-8.82160369781909	2.59489768146241e-14	3.91341098572549e-11	22.086447745269
NM_014887	-1.74958807466142	10.081238685315	-8.80658392376996	2.80305307717539e-14	3.91719413499568e-11	22.0121410549264
AW299700	3.37985908084703	7.01639606899957	8.80346174130256	2.84836998796512e-14	3.91719413499568e-11	21.9966967675308
AW237258	-1.76454479805928	8.01356573217339	-8.80244139492908	2.86333761490835e-14	3.91719413499568e-11	21.9916496363557
AF087976	-4.54339212417892	5.39326776840507	-8.79976422136507	2.90298340607371e-14	3.91719413499568e-11	21.9784073737206
U50748	-3.12882421131152	9.39718612076613	-8.76484008115665	3.47318907896321e-14	4.56644213366455e-11	21.8057063425862
AW956392	-1.62111347682107	8.76216060092443	-8.73818983977346	3.98229214816448e-14	5.10490030473204e-11	21.6739791847099
NM_025138	1.54257059531274	8.24014641700648	8.72249521789501	4.31624145222615e-14	5.39803894400849e-11	21.5964281992897
BE857467	-1.2651200377096	8.6564828051432	-8.70485787510208	4.72494789650228e-14	5.71554470603642e-11	21.5092999444725
NM_004417	-3.10724456387078	12.4816763753059	-8.70206762599586	4.79304981588981e-14	5.71554470603642e-11	21.4955183256609
NM_172193	-2.41771824252849	9.29476465496179	-8.69139000745569	5.06281878429377e-14	5.90002490871471e-11	21.4427849027013
AW295395	-1.49831474921007	8.96281592653686	-8.66223082610544	5.87912382989395e-14	6.64646949934223e-11	21.2988222529107
