	logFC	AveExpr	t	P.Value	adj.P.Val	B
BC000893	1.13588091363081	9.23325162563762	11.8056858014575	8.17084959247273e-21	1.72633710189764e-16	36.6055057610529
NM_006667	0.931493673386528	9.03110490112345	11.4879435253078	4.05827207469493e-20	4.28715861970773e-16	35.0596492107581
NM_002575	3.50047695337553	7.04670722897776	11.3664580337496	7.50270526248428e-20	4.83071229914842e-16	34.4666427533952
NM_003528	1.29223368911803	7.87197996315413	11.3273487687874	9.14561207714582e-20	4.83071229914842e-16	34.2755237755657
AL353759	0.893307025232273	8.25264291764713	10.4833756495412	6.67853507809664e-18	2.82208178260052e-14	30.1301424966714
NM_012329	0.88840928145764	9.72964656689378	10.367867731402	1.20383584705826e-17	4.23910729610782e-14	29.5603900632187
NM_006317	1.50065617395591	9.55287470460171	10.1566416767339	3.53823823832897e-17	1.06794139284878e-13	28.5175828976778
BF062629	2.11486867421614	6.08222251483507	10.0683529900696	5.5535299181129e-17	1.41656479664403e-13	28.081443852249
BC002842	0.755166459112293	7.20813876146264	10.0520967920391	6.03421202659802e-17	1.41656479664403e-13	28.0011269318231
NM_000484	0.836141219594538	6.84900861753707	9.99591653836902	8.03927102565088e-17	1.69853718229952e-13	27.7235327422362
NM_014381	1.34311584804922	7.39385250578647	9.92558707252624	1.15132774287181e-16	2.06346485230143e-13	27.3759823084614
NM_003118	1.42923999002474	9.00802113673665	9.92210586298603	1.17197927998945e-16	2.06346485230143e-13	27.3587780959715
BF575213	1.3030554278554	7.81902391972509	9.80814232754408	2.0973615334779e-16	3.31597463617767e-13	26.7955402157834
NM_002736	1.24297249417901	8.5053643318554	9.79903051762486	2.19725695316582e-16	3.31597463617767e-13	26.7505061977379
NM_002619	1.27413284966494	10.6683761164134	9.76446804073691	2.62137333943288e-16	3.69229172770253e-13	26.5796860775413
NM_003536	1.57416234100526	8.03055192561653	9.65423200171319	4.60216623302896e-16	6.07716051071475e-13	26.0348906099144
NM_018295	0.961287693629141	6.71463537301128	9.56614950238914	7.21474717679463e-16	8.96665755007746e-13	25.5996512007477
AK026546	1.73564802979197	6.77038915041407	9.4848377793717	1.09248212376836e-15	1.28233123949878e-12	25.1979612921692
AL547946	1.31411544431064	8.11365307694338	9.37087182051251	1.9536885518875e-15	2.1725016696989e-12	24.6351682831002
