	logFC	AveExpr	t	P.Value	adj.P.Val	B
AW404894	5.90698407722047	10.0205166113262	63.6791601154515	2.54666971780765e-10	2.21502545889524e-06	13.4444053049394
M85256	5.66287207603735	9.60400452898371	56.468635534294	5.5475682165303e-10	2.21502545889524e-06	13.0088957739089
AL022324	5.10395205160906	10.2907651035563	56.3940242768785	5.59528339192408e-10	2.21502545889524e-06	13.0038059615217
AF094508	-5.03096980269417	9.82528055722245	-53.6882593949986	7.69358113568809e-10	2.21502545889524e-06	12.8099271985314
M23699	5.03791061545533	9.96477398711623	53.4239385151537	7.94346251816457e-10	2.21502545889524e-06	12.7899729970705
NM_000584	4.96164833383874	8.94042568124391	53.2279706334334	8.13477799348314e-10	2.21502545889524e-06	12.7750568219957
X51887	5.06572940049716	9.61127001787271	50.1964209184647	1.18919407625243e-09	2.21502545889524e-06	12.5303452922552
L14457	4.5397235383618	9.34976771526453	49.9164998902392	1.23303831940459e-09	2.21502545889524e-06	12.5063546138102
M87790	4.51578774845078	11.3574957819912	49.7855436499635	1.25418863514158e-09	2.21502545889524e-06	12.4950456919991
AV698647	4.64570823434312	11.2657074116187	49.267374387165	1.3420846311429e-09	2.21502545889524e-06	12.4497575164626
AJ408433	4.96682739202346	9.03299509162691	48.9860519372774	1.39277233649847e-09	2.21502545889524e-06	12.424802906047
L23518	5.03777602717792	8.2199599664924	48.9829755284419	1.39333871607842e-09	2.21502545889524e-06	12.4245285690669
BG485135	4.57312360057208	10.7416281463952	48.5151676979532	1.48264141658667e-09	2.21502545889524e-06	12.3824439282739
AW408194	5.36928848308073	10.1671627046904	48.088888971984	1.56980922977815e-09	2.21502545889524e-06	12.3434493475625
X57812	4.53961707286069	11.5793848237595	47.9728830034338	1.59454461229108e-09	2.21502545889524e-06	12.3327291863019
AA680302	4.52701586578674	11.3466734578155	47.5988532812974	1.67741420590325e-09	2.21502545889524e-06	12.2978447814168
BG536224	4.2816610385374	11.177736533941	47.1304458636584	1.78829830213961e-09	2.22253920750621e-06	12.2534583278385
AB035175	6.16895083646268	6.95010576253923	44.4361814295803	2.61747067139923e-09	3.07232890807349e-06	11.9821536863453
AB001733	4.12516731615653	9.36682237200388	43.6578114999912	2.93452727785348e-09	3.10826247632502e-06	11.89836673953
M87789	4.08479329103779	11.7791039862325	43.639928858936	2.9423158617238e-09	3.10826247632502e-06	11.8964116412654
M20812	4.87719207528501	10.2379785984523	42.5968385286358	3.44080034443314e-09	3.35194682599464e-06	11.7799563815842
M63438	3.8836711804987	12.1029985864225	42.5029044089784	3.49028919783614e-09	3.35194682599464e-06	11.7692315754514
AV699347	-4.05298520906164	9.04149623830075	-41.9317639767474	3.80948514251056e-09	3.41121532556944e-06	11.7031529148589
NM_002964	4.50323429398377	8.43919299326584	41.6269910002408	3.99353505392686e-09	3.41121532556944e-06	11.6672707769169
BC005332	3.86637467535793	12.0493858499147	41.558384639965	4.03636800166774e-09	3.41121532556944e-06	11.6591329162508
