	logFC	AveExpr	t	P.Value	adj.P.Val	B
NM_012307	-0.95011420333498	2.47714393020317	-22.3638937376269	2.38409669046859e-22	4.83470967860126e-18	40.2635491469493
BC006141	-0.721414164169773	2.58166126569008	-19.9524781874074	9.83030667754363e-21	9.96743945569536e-17	36.8140990324223
AI770004	-1.01279076693092	2.50504760098295	-19.157793715976	3.6415898658009e-20	2.46159336295255e-16	35.5840554974851
NM_020145	-0.4129085544241	2.67930155362559	-17.4643128129638	6.93965889377346e-19	3.5182335676708e-15	32.7897943088037
NM_006025	-0.953597895867246	2.77724570629171	-17.2230705900594	1.07589840467476e-18	4.36362874967989e-15	32.3712884502737
NM_007106	-0.401722099631621	3.06524714651785	-16.8940438303183	1.97217022748353e-18	6.6656066738564e-15	31.7918159208105
S70004	-0.886832756439816	2.25138596351773	-16.3710229011908	5.26864620488583e-18	1.52632680555543e-14	30.8495247445687
BC005912	-0.726956453254533	2.49874607188151	-16.0420378125358	9.89892519282205e-18	2.50925379981548e-14	30.243122008434
NM_001432	-0.970057393425799	2.62595489742557	-15.9527111901443	1.17679291779309e-17	2.65157595332512e-14	30.0766036331528
AF044221	-0.46855915715036	3.11557784991803	-15.6719623441036	2.03649121271783e-17	4.12980053027049e-14	29.5479674012971
NM_024307	-0.537936823664272	2.92104458613848	-15.4532278799386	3.1383758304506e-17	5.78573849688253e-14	29.1304733120623
BE563442	-0.457829272792221	2.54402829625569	-15.1753739434849	5.47258687729763e-17	9.24821577372655e-14	28.5929001493806
NM_024861	-0.623666861719562	2.76027873841825	-15.0040034043751	7.7406924535582e-17	1.20748847896697e-13	28.2572414551484
NM_004526	0.383628866494423	2.94882476406217	14.6864912311707	1.48309314265311e-16	2.14826041713302e-13	27.6269188066416
NM_025087	-0.801642614740657	2.61859759450059	-14.4627221347768	2.35977923089166e-16	3.19026420155014e-13	27.1760154522365
N26005	-0.742684145173596	2.98362288055532	-14.2767635849142	3.4850856512039e-16	4.41712824504775e-13	26.7970307206651
S49765	0.532317955540789	2.63770281788728	14.2101636347664	4.01094515420889e-16	4.78458569307072e-13	26.6603465835234
NM_004694	-0.530942902503258	2.74387388661655	-14.1825099778277	4.25254534784002e-16	4.79096483938043e-13	26.6034439451836
NM_020644	-0.214402007516444	3.19212907119797	-14.0358484460308	5.80713188017395e-16	5.64071529548527e-13	26.3001947643079
NM_003986	-0.758275302529641	2.68691784552499	-14.0217282607307	5.98469500980536e-16	5.64071529548527e-13	26.2708680719611
NM_003221	-0.86617187614328	2.58089442333298	-14.0046545374452	6.20684389398088e-16	5.64071529548527e-13	26.2353763042188
NM_006061	-1.51248173451956	2.74336775133718	-13.9910834915559	6.38942919426456e-16	5.64071529548527e-13	26.2071416269659
AI816243	-0.243913428580155	3.13205593653045	-13.9904872202557	6.39757639904143e-16	5.64071529548527e-13	26.2059005905293
NM_001557	-0.965606543171361	2.61391912819126	-13.9111921937024	7.58159048960454e-16	6.4061280641121e-13	26.0404942228099
NM_016422	-0.354076742489104	2.93859855729704	-13.6709483715754	1.27350839150489e-15	1.03301906685311e-12	25.5348722016124
AA719797	-0.588228810113587	2.47487366198587	-13.540129521222	1.69359789661153e-15	1.32094122097635e-12	25.2566863036955
AV727449	-0.631683593889504	2.83521114133821	-13.5082523151806	1.81595146925662e-15	1.36391406833537e-12	25.1885911448369
NM_001607	-0.205038595133494	2.92920628482636	-13.4383737001768	2.11682222143421e-15	1.53310849387373e-12	25.0388936413756
NM_005797	-0.586251261829009	2.66048807505701	-13.3266282636697	2.70800334927424e-15	1.89364137654939e-12	24.7982889374582
AF306510	-0.239597268180559	3.40736404516964	-13.2009241611013	3.57855087704371e-15	2.33578593227991e-12	24.5258266047127
BF445047	-0.766940742772079	2.68133672995132	-13.1901261855447	3.66557749070253e-15	2.33578593227991e-12	24.5023326473036
