	logFC	AveExpr	t	P.Value	adj.P.Val	B
L25541	3.67389913114256	7.80024043660131	10.5698602961019	1.49956792106126e-14	2.74722588755037e-10	22.6452389685076
Z48199	2.62871531267787	7.75804644606718	10.5499920193223	1.60387124254001e-14	2.74722588755037e-10	22.5818265429132
NM_006516	3.05335660186326	6.67257957127224	10.5493581845978	1.60731680760026e-14	2.74722588755037e-10	22.5798026747548
NM_016425	4.50413036498927	7.07637161209267	10.0698152535253	8.26484580241349e-14	1.05947058341139e-09	21.0329730029057
BG170541	2.58989452459281	9.87390271048145	9.64838594582078	3.56287976601096e-13	3.65380445763956e-09	19.6486468121148
NM_018351	1.66921128527067	7.20386343597701	9.49494507087534	6.09502991362002e-13	4.45841797210356e-09	19.139087401918
AI559190	3.53865828663539	5.96054037184113	9.46580984133363	6.75111026301499e-13	4.45841797210356e-09	19.0420099671766
NM_012101	5.09357519696179	7.97733563564989	9.45413034449024	7.03371342490683e-13	4.45841797210356e-09	19.0030657690681
NM_002997	2.17603215409382	8.21160187678255	9.40531333843668	8.35008787308499e-13	4.45841797210356e-09	18.8401139775156
NM_005980	6.25801342586768	9.39119369615376	9.39380809913246	8.69494104864568e-13	4.45841797210356e-09	18.8016681722178
BF060667	2.47963213141264	5.63342158943974	9.35814267800746	9.85798007307609e-13	4.59525260206409e-09	18.6823897616549
BC000906	3.67979553555522	8.79969263346689	9.30351582343522	1.19510633594145e-12	5.10668937347783e-09	18.4994086034737
BC013319	1.72031430089619	6.07363318452389	9.24446442125871	1.47213506245651e-12	5.80655365096306e-09	18.3012180159771
BC003379	2.19216132643425	6.98187480757056	8.99785659080177	3.52936350194787e-12	1.29265459232771e-08	17.4692977909435
NM_003064	3.31294652268485	9.36516215160766	8.975904539125	3.81614185196473e-12	1.30450993067562e-08	17.3949204549139
AI761561	2.71613192745239	7.47431375910131	8.95653859294727	4.08857629078778e-12	1.31028648679021e-08	17.3292625586869
U65590	3.55513377198532	7.27246094183589	8.92492122853905	4.57612897841141e-12	1.3802681735119e-08	17.2219822249194
AI039874	3.27175029930409	7.16421624053435	8.85307684218805	5.91321133752375e-12	1.62913491240335e-08	16.9778188039246
AI339710	2.89582497498125	7.56758665499511	8.84422776905078	6.10308686092966e-12	1.62913491240335e-08	16.9477082034048
BE966748	2.15719979823136	8.91382347461962	8.82018134919983	6.650656287075e-12	1.62913491240335e-08	16.86584529922
NM_001197	2.38572990845933	6.87119013470472	8.81337136593001	6.81453584268792e-12	1.62913491240335e-08	16.8426508760844
NM_002276	4.47292901011578	10.5224010479026	8.80626789774267	6.98981357221188e-12	1.62913491240335e-08	16.81845183719
AF393369	1.68855069056111	5.12401342987061	8.78154616816473	7.63599245725766e-12	1.70236151842758e-08	16.734193711873
NM_001305	2.31477303818421	7.83257968036422	8.76674768175938	8.0512457820389e-12	1.72014866133261e-08	16.6837271532847
AF088867	3.96985796805051	11.183379194462	8.70917674319023	9.89489066383278e-12	1.92922644602363e-08	16.4871883106002
AF336127	2.85721368082849	5.72428309109783	8.7055364933773	1.00248389468848e-11	1.92922644602363e-08	16.4747500262341
AF230389	1.68916074108662	4.9838298853659	8.69595512725977	1.03751436996446e-11	1.92922644602363e-08	16.4420054793391
N95414	3.00299854710733	8.97044835292859	8.69169531654575	1.05348195039905e-11	1.92922644602363e-08	16.4274445945365
AI440266	4.18474442267879	7.50035895351559	8.6418109258095	1.25994829835495e-11	2.22776237746374e-08	16.2567988448383
X57348	3.89387403579766	9.32072185049651	8.62879644460073	1.32021878518331e-11	2.25651794763532e-08	16.2122392337496
NM_018423	2.53492100555366	5.28876754826609	8.59689592502809	1.48051840607233e-11	2.44887296096016e-08	16.1029486261435
AF133425	3.68829710582228	8.23121135023801	8.56902222388965	1.63655123244227e-11	2.58313122898581e-08	16.0073754217008
BF002195	2.86282205784517	5.29733023766782	8.56465747763476	1.66244111390381e-11	2.58313122898581e-08	15.992403036143
BE670307	2.2123143785352	6.05121943221285	8.5306067691777	1.87909343226533e-11	2.83389396567167e-08	15.8755384248422
NM_018098	2.65836162066485	7.29227966760305	8.51715508341849	1.97231854845261e-11	2.8895030254416e-08	15.8293418789616
NM_005562	4.01338972582366	7.67156105005807	8.50700533506359	2.04572897417086e-11	2.91379996887737e-08	15.794474123081
NM_005823	4.2586257955135	6.99654892947991	8.46408832971472	2.38779114002809e-11	3.30909131070488e-08	15.6469371965857
AW271106	2.05970981085624	6.19243190335171	8.42348470904685	2.76428590908547e-11	3.7300401124807e-08	15.5072021152333
NM_002639	4.39284399230579	6.28996003597642	8.41147202049349	2.88672803063963e-11	3.79538119228404e-08	15.4658333901141
N90779	1.65893148923696	6.32171432447644	8.38576726897982	3.16737328980399e-11	4.06025582019973e-08	15.3772705638001
AK023208	2.65684069890006	6.2216081799226	8.30470971966757	4.24523559235397e-11	5.309236591062e-08	15.0976278370688
NM_000403	1.98277248589074	7.1166308385074	8.16264267627934	7.10134643110271e-11	8.66972951431482e-08	14.6062144455117
NM_007231	4.62658129733614	6.8204291542066	8.12401419472765	8.16955083219404e-11	9.58217996460879e-08	14.4723264355752
AF099730	1.89628446741975	6.29199392046064	8.11754909364073	8.36349560508157e-11	9.58217996460879e-08	14.4499072007801
NM_016445	2.46571588866627	7.14219228735324	8.11604240427431	8.40935522286051e-11	9.58217996460879e-08	14.4446819613911
AA045184	2.11002904304553	9.93968588737419	8.10792764048667	8.66072811779264e-11	9.65407597756382e-08	14.4165368574803
AU148391	2.22119955900025	5.16667594561116	8.08711923935241	9.34037180464885e-11	1.01901469075569e-07	14.3443432770132
NM_002203	2.6491085771246	7.85067908138385	8.0519981883502	1.06113006714486e-10	1.11936167812652e-07	14.2224216634828
NM_003979	4.31961522159975	8.77722264077161	8.04979053796577	1.06967630525391e-10	1.11936167812652e-07	14.2147549306648
AF228422	2.60510916134079	9.85797914143867	8.03219579392331	1.14030816728986e-10	1.1694088317191e-07	14.1536395714329
BC005238	3.10046988141077	8.81768547449927	8.00194045461542	1.2728980763891e-10	1.27978670127309e-07	14.0484971210414
NM_018131	2.01017039407623	4.56831305199672	7.97710737963653	1.39322569258619e-10	1.34397604478109e-07	13.9621510540636
AI800110	2.77137168124317	7.67871361320518	7.97621960926537	1.39773276395014e-10	1.34397604478109e-07	13.9590634517028
NM_018685	2.23151798930321	4.93761472020349	7.9714674237895	1.42210907250902e-10	1.34397604478109e-07	13.9425347879772
BC000329	2.78468662827225	6.16764998499799	7.96542242388956	1.45373495048939e-10	1.34397604478109e-07	13.9215073777271
NM_020156	1.77754913666848	8.14194486406472	7.96277726184104	1.46779504071575e-10	1.34397604478109e-07	13.9123054679777
BF343007	2.8427347637062	5.69179790074333	7.94975809809514	1.53901321235426e-10	1.38446388555574e-07	13.8670080281021
AJ251830	1.49954051822859	11.92767834017	7.916805572258	1.73517419853953e-10	1.50082625578988e-07	13.7523070081311
NM_002447	2.80460926578728	6.07278474687224	7.91082265429653	1.77339486739514e-10	1.50082625578988e-07	13.7314741604918
NM_004207	3.16980662540169	8.09374682677583	7.90970570064456	1.78062340291703e-10	1.50082625578988e-07	13.7275846131198
NM_000903	2.87562531200516	9.18122368644178	7.90470008079374	1.81338320022079e-10	1.50082625578988e-07	13.7101526571437
AL136770	1.11676452125465	8.78009699008985	7.90449880127171	1.81471307939333e-10	1.50082625578988e-07	13.7094516724827
AI346835	1.86934919228098	12.2733978638542	7.88655626150686	1.93728345193434e-10	1.57676422668865e-07	13.6469539210006
AF231339	2.3439793176076	5.28366357376539	7.87766010717778	2.00110457679591e-10	1.60325997312167e-07	13.6159591936277
M86849	3.58614891458898	8.49660807038844	7.86394123500089	2.10368724621165e-10	1.65951795748844e-07	13.568152202172
AF213678	4.18528104941119	9.21229746673359	7.85660520072549	2.16069235673606e-10	1.67866153460604e-07	13.5425831217886
AW166825	3.16751102401655	6.68727843055355	7.84253083436278	2.27443683446026e-10	1.74065706154902e-07	13.4935190164211
X16354	3.16331921393812	6.20437116418049	7.83433725007507	2.34340379366798e-10	1.76706430770764e-07	13.4649501671831
NM_023009	2.09264544896551	9.63454864056324	7.82307267463689	2.44166060396828e-10	1.81447230621852e-07	13.4256670329946
BF340228	2.99603672526466	8.69381362897378	7.7929167062261	2.72554365220514e-10	1.99649966157816e-07	13.3204668384905
NM_004616	2.47828733878877	12.3187031624947	7.78609832759966	2.79419305103105e-10	2.01795835048828e-07	13.2966733576561
AI676059	2.59485715332888	9.71525911030359	7.75624527544723	3.11579136216074e-10	2.20331336599304e-07	13.1924667388378
NM_005975	1.86443589123884	6.36173749362461	7.75440532761369	3.13678671732374e-10	2.20331336599304e-07	13.1860424842472
NM_005532	3.32958332178995	9.49854890159181	7.74104359552539	3.29357584916462e-10	2.2555071657626e-07	13.1393838222178
NM_004363	6.252566303737	8.91015276768893	7.74058715857622	3.29906852001316e-10	2.2555071657626e-07	13.1377897881842
AA156240	3.77771464418847	8.4483533499109	7.73541869726677	3.36190988018031e-10	2.26822751337007e-07	13.1197389578431
NM_021039	1.88018477792356	10.4679567044139	7.70970290696403	3.69289750621425e-10	2.45918198089145e-07	13.0299051873278
NM_001910	4.62086785721927	10.0961359488412	7.68647777278639	4.01985188617344e-10	2.64258878609525e-07	12.9487419443514
AI474433	1.57897301565605	5.75975720547717	7.68257176934226	4.07762530445609e-10	2.64663690014292e-07	12.9350891499249
M90657	1.99314237849408	10.0737670073094	7.6704144159317	4.2628304666037e-10	2.71077681419124e-07	12.8925901039358
NM_003733	2.6330326222612	4.8361623824703	7.66917514380843	4.28217727493351e-10	2.71077681419124e-07	12.8882574974154
NM_005114	3.14523656961702	8.73695917760472	7.66274576352963	4.38397223538893e-10	2.74137268709516e-07	12.8657785595519
AF001294	3.23688353297338	9.33549730266075	7.64675498370919	4.64780470595658e-10	2.85327541154147e-07	12.8098612654103
BC001743	2.13275756269828	7.05681524200553	7.63985920911885	4.76643975797743e-10	2.85327541154147e-07	12.7857438908472
W63676	2.08525393582687	7.5039932808139	7.63898017730606	4.78177934847716e-10	2.85327541154147e-07	12.782669385321
NM_006103	2.65328980496752	7.49486830588551	7.63876696058266	4.78550755504654e-10	2.85327541154147e-07	12.7819236318711
AK026881	1.61014239117123	5.45256672262686	7.62928985627976	4.95419872811991e-10	2.8903469869985e-07	12.7487739776094
