	logFC	AveExpr	t	P.Value	adj.P.Val	B
14553	1.318318879782	13.7525849352982	10.9188758260478	5.97785325287173e-17	9.52095720742591e-13	28.0230181023907
12879	1.1007789968295	12.0836360004076	10.820173382643	9.01264408124376e-17	9.52095720742591e-13	27.6292569835717
15	0.917825304571241	10.5918777041162	10.3048198331662	7.80377852034968e-16	5.4959410859316e-12	25.556713156659
17206	1.79015858787727	10.1099853710132	10.2331404053948	1.05560727059818e-15	5.5757176032996e-12	25.2663642057274
2655	1.07833773851737	10.4602186393628	10.0357768815881	2.43044169560261e-15	7.97160788320365e-12	24.4644815931316
2635	0.962177956774948	10.7675661845035	10.0296525726784	2.49428074131646e-15	7.97160788320365e-12	24.4395434390822
20160	1.60212839758695	10.2788328078268	10.0161445320192	2.64110446717273e-15	7.97160788320365e-12	24.3845273181187
18322	0.809304411934649	10.8397927953235	9.93114212525986	3.78648478119679e-15	1.00001063071407e-11	24.0379692326119
3127	2.18757718320161	12.2842589556493	9.85670671008266	5.19312082507972e-15	1.21911396435871e-11	23.7339992387121
14257	2.48422567377441	10.0059752144429	9.70183183351679	1.00328202635547e-14	1.89748534764756e-11	23.1001277213779
11180	2.14096167119372	9.94087327200542	9.6965047359139	1.02629622203416e-14	1.89748534764756e-11	23.0782922439335
8176	1.81719428365121	12.6911635476443	9.68502500522717	1.0777084519013e-14	1.89748534764756e-11	23.0312302668547
12734	1.23942015129358	10.1836438959083	9.6624736752256	1.186354812133e-14	1.92810034390355e-11	22.9387510354417
14551	1.09874364359634	12.1268969137584	9.56562443517932	1.79274156282138e-14	2.70550312423502e-11	22.5411696416581
15915	1.43670261533848	8.7395072657647	9.47528476003485	2.63629904131097e-14	3.71331507632122e-11	22.169721716599
13088	0.778179447664178	12.3555151928976	9.27994321155737	6.07876945761622e-14	8.02701506878221e-11	21.3647403106085
11672	2.0451614844185	10.5036739021954	9.20315205700417	8.44656111045334e-14	1.04975848906858e-10	21.047672519435
11577	1.4078802288326	10.3691316919125	9.14050457731892	1.10489330341284e-13	1.29689920636147e-10	20.7887661078553
12622	0.966372983170971	13.3779857741332	9.1091662849646	1.26385202644566e-13	1.40540345340757e-10	20.6591766153141
12007	0.943807103648522	11.6588665716347	9.03280463600664	1.75394283568199e-13	1.69076632081715e-10	20.3432058521158
10208	0.758170547246283	11.821813105771	9.03197319030024	1.76021456126364e-13	1.69076632081715e-10	20.3397639621571
1	0.677919454716922	12.3465791523409	9.02244368941471	1.83372229189546e-13	1.69076632081715e-10	20.3003129479842
18077	0.611058440371954	10.2898720627579	9.02157515813935	1.84057295431629e-13	1.69076632081715e-10	20.2967171242226
12863	1.7748777470918	11.1525845259373	8.9857540136753	2.14662626361259e-13	1.88974665406695e-10	20.1483837593484
9954	-0.898857217323962	8.25845730135057	-8.92862410658462	2.74373080642391e-13	2.31878177912497e-10	19.9116968247438
1945	1.68426899606753	10.4818728817869	8.89149751185066	3.21835315754421e-13	2.55366407470179e-10	19.7578107415339
12003	0.976620592832066	10.8914113589667	8.88826424226292	3.26339123518309e-13	2.55366407470179e-10	19.7444065774485
5849	1.42207048488571	13.4395272706921	8.60407303959279	1.108302313354e-12	8.36293259876544e-10	18.5648538324255
8934	0.828360870068447	14.2133593493907	8.54820592688769	1.40972195419021e-12	1.02705536028037e-09	18.3327121601055
7396	0.861694179020777	11.6722196859034	8.53180574197158	1.51288887254092e-12	1.06178003465583e-09	18.2645529777932
18395	1.05573859307176	10.9373794169304	8.52499923685782	1.55789384107965e-12	1.06178003465583e-09	18.2362636113816
12861	1.88516474980047	8.17022977303317	8.47302001804318	1.94880393174384e-12	1.28669779593387e-09	18.0201990365472
7616	1.0549654949466	11.7935167510362	8.4568015402481	2.08981884347319e-12	1.33799068257277e-09	17.9527738521254
11315	0.962916170423309	11.4315965136707	8.44164248602195	2.23083934851373e-12	1.38626981633524e-09	17.889749525067
12651	0.982127039078958	9.08343885787382	8.411540867959	2.5397168523128e-12	1.53311821873328e-09	17.7645917838361
12898	0.975901778982135	12.8811282282971	8.37565348671765	2.96435888233777e-12	1.7084516318641e-09	17.6153638056503
7735	1.038886968539	10.8310756849681	8.37350751131149	2.99189276689567e-12	1.7084516318641e-09	17.6064399229179
13990	1.34415783006823	12.0701241972142	8.36371988888106	3.12075276418784e-12	1.73513853688844e-09	17.5657382576784
7364	1.0428710247363	10.1307229211567	8.35606715120344	3.22536097894182e-12	1.74731863495084e-09	17.5339138752028
531	0.756097804910179	13.7499170999334	8.30944721790558	3.94285227747152e-12	2.08261457296046e-09	17.3400323199739
16441	1.99237721029646	11.580735767126	8.30301223983321	4.05369817166678e-12	2.08893987734087e-09	17.3132696409536
13694	2.08952384415646	9.73375561106949	8.28383513872662	4.40286171451046e-12	2.1441590584838e-09	17.2335120630614
11256	1.92529038605627	8.59571316601952	8.28374128453706	4.40464247837676e-12	2.1441590584838e-09	17.2331217195262
9279	0.901316260281899	10.5797939780762	8.28056647299236	4.46530663447971e-12	2.1441590584838e-09	17.2199175244939
6092	-1.12101083371754	9.37225973764667	-8.27132428232319	4.64670426184659e-12	2.18167928098433e-09	17.1814786017312
1776	1.34133912780359	10.637921706293	8.25084520028779	5.0753367566291e-12	2.3311242390013e-09	17.096303788302
6888	-1.4448129899158	8.82276771611735	-8.24323100144672	5.24459857157374e-12	2.35761443872787e-09	17.0646352572934
14954	-0.696159252934842	9.07576921244767	-8.22729947465348	5.61723389414453e-12	2.44248122406007e-09	16.9983735769039
20390	0.727242012473381	11.8145356733558	8.22535070407434	5.66459579604996e-12	2.44248122406007e-09	16.990268329719
11574	1.37527197334527	11.7384743671461	8.1942469757249	6.47690351006799e-12	2.68558120555216e-09	16.8609032430953
4223	1.03035820188053	10.4466859696953	8.19404246829539	6.48261271692352e-12	2.68558120555216e-09	16.8600526699559
16241	-1.02816227403688	9.36554612799359	-8.18482568680139	6.74520738455009e-12	2.74062964655335e-09	16.8217189640112
17576	-1.18460899268039	11.1843374426634	-8.16071709124474	7.48347117088184e-12	2.98322224336588e-09	16.7214495694695
16454	0.901540998554016	11.8378851451036	8.15221002105987	7.76282176892748e-12	3.03727589507222e-09	16.6860685788585
1831	-1.47198834080902	7.41219624949629	-8.12769639893462	8.62745289906025e-12	3.314196815479e-09	16.5841182406585
19277	-0.869272405172775	9.50636876256442	-8.07092253471149	1.10177236459098e-11	4.15682973554968e-09	16.3480163801411
1850	2.64183121575004	8.57106854375556	8.04370556658843	1.23880152349549e-11	4.59182431375663e-09	16.2348418690995
14557	0.762981504335332	10.0362298024807	8.01973805551323	1.37350276073569e-11	4.99994358035071e-09	16.1351867681569
19979	3.2894021073331	9.44803581120965	8.01592618856766	1.39623566471361e-11	4.99994358035071e-09	16.1193380204525
12062	-1.22061034584842	8.76487476869742	-8.01022195141523	1.43095821396903e-11	5.03888085745626e-09	16.0956216751538
16374	1.45622550502631	10.843912643992	7.98132124358409	1.62059355948743e-11	5.61309847948367e-09	15.9754695416791
19441	-0.771353113049376	9.36039236750982	-7.97022830971944	1.69987590544027e-11	5.79273840808743e-09	15.9293552268801
13880	2.18151386529913	11.6895942070671	7.96055885218817	1.77213852828878e-11	5.94313378185483e-09	15.8891601661134
6196	-1.32936242479714	9.16080880139675	-7.94721320948846	1.8769413107146e-11	6.19625250199656e-09	15.8336863167077
9894	-0.752347026717289	9.24507619489819	-7.92893707822582	2.03057884812673e-11	6.60031844664947e-09	15.7577234169262
15150	1.09746791377101	9.82637592666602	7.91486303565231	2.15739957063245e-11	6.90629365580643e-09	15.6992306724531
14213	1.27142078303812	12.3482129008416	7.90426544625441	2.25808845651582e-11	7.12073028496511e-09	15.6551890954161
11862	1.26927724272246	10.722789323123	7.89585826131037	2.34129374387962e-11	7.27453738539539e-09	15.6202521849514
20481	0.928414372295838	14.6087434512708	7.88971893173817	2.40398218528397e-11	7.36106313198257e-09	15.5947405887217
2741	0.927218099856231	11.8575545869285	7.84721895562155	2.88641411891202e-11	8.71202250062474e-09	15.4181594665942
20394	0.91325825564002	10.0055163943242	7.84244838412233	2.94627278248506e-11	8.76744385187948e-09	15.3983413050211
14911	1.52466896151004	11.5723472663469	7.8341333196498	3.05358391414596e-11	8.96057235251053e-09	15.3637998762301
12910	1.10187522500764	11.5547987969441	7.82911965317273	3.1201653189562e-11	9.03052778889132e-09	15.3429736210576
16477	0.920766130002145	10.6848311767906	7.81632912224444	3.29666282179109e-11	9.41241785118949e-09	15.2898462382154
8524	1.52938661500993	10.7046866091574	7.7712551667743	4.00193630253946e-11	1.12737213600072e-08	15.1026631585153
12123	0.599591636770616	11.3458021927272	7.76189570354519	4.16629065555931e-11	1.15704675022462e-08	15.0638031076524
950	-0.788430669028635	8.64719399268006	-7.75909316036402	4.21680233658158e-11	1.15704675022462e-08	15.0521676347653
5602	-0.77190077779592	8.7089665990927	-7.73464144954815	4.68426245043623e-11	1.26883457760021e-08	14.9506612728209
9704	1.07665695665249	14.3354217284253	7.70600139815571	5.29795368685811e-11	1.41690082906251e-08	14.8317943926871
15726	-1.47314035389437	4.83621971994036	-7.69745944322023	5.49606949252658e-11	1.45151195297627e-08	14.79634789307
11356	0.998279023007639	11.4156959377149	7.68864220949379	5.70832672846142e-11	1.4889571249251e-08	14.7597619544712
14477	1.16954642734688	14.1252476889022	7.67739753959114	5.99092826532407e-11	1.54361380963131e-08	14.7131080265738
7435	0.628005838381645	12.5275865245066	7.6661517940597	6.28751795498989e-11	1.60051420907261e-08	14.6664545986416
11313	1.34617311878891	9.88342771368793	7.64348333750386	6.93063260206666e-11	1.74321911448172e-08	14.5724291341486
3252	1.1576329235415	10.9736485501836	7.62904630453352	7.37401228104444e-11	1.83291919381067e-08	14.5125575882239
12010	1.10736265088935	12.1375180114787	7.60940130861808	8.02312393859021e-11	1.97107630900621e-08	14.4311026611722
19938	-1.36878458883524	6.90173143656575	-7.58573786863061	8.88112346274821e-11	2.14353318532348e-08	14.3330088061681
8607	-0.970415158294787	9.40241747406999	-7.58395582287697	8.94932694076032e-11	2.14353318532348e-08	14.3256225983681
5211	-1.22613244916371	8.4532791795756	-7.58187927654195	9.02946107032326e-11	2.14353318532348e-08	14.3170159341629
11171	0.819827424385981	12.0139265253936	7.57605255574214	9.25815693191211e-11	2.16960601207789e-08	14.2928669981896
9760	0.772700910739633	9.94868298987054	7.573885771003	9.34466807549641e-11	2.16960601207789e-08	14.283887133721
3067	-0.638797209219427	10.5105299485492	-7.56725893012702	9.61428740709038e-11	2.18824460624507e-08	14.2564247256743
