	logFC	AveExpr	t	P.Value	adj.P.Val	B
15051	-0.241851340548292	2.70649915671443	-14.7857675574503	3.83006692402202e-12	1.31985119908725e-07	17.665681691031
2054	-1.66182966244325	1.49716712527815	-14.5470231939444	5.14802714364324e-12	1.31985119908725e-07	17.3988660984274
2227	-0.938066492297195	1.19911861729617	-14.1198694770034	8.82869750052313e-12	1.50900097678941e-07	16.9095350036381
31392	0.178672020725593	3.36399013036358	13.8178330929984	1.30349789377648e-11	1.67095395003208e-07	16.5539886668365
19348	0.144549244790752	3.0784807009032	13.5975913628764	1.73951191767362e-11	1.78390426181265e-07	16.2895898523931
24609	0.25655212217364	3.13914045116564	13.3297530070591	2.48358438264944e-11	2.12247121341221e-07	15.9620626732067
41981	-0.0967256815899655	3.78868866664949	-12.9985912172699	3.88874706841124e-11	2.84856278114078e-07	15.5477706590426
8613	-0.0852818912934865	3.83273543627237	-12.6844970287192	6.00084746593582e-11	3.45517139879319e-07	15.145015524491
37704	-0.412602568425204	2.98326152480487	-12.6098737844181	6.66067123344236e-11	3.45517139879319e-07	15.0478905175244
2004	0.621860090086457	2.80818339913234	12.4997267379436	7.77641087832195e-11	3.45517139879319e-07	14.9035051760389
8112	-0.957456585808239	2.32672698871044	-12.4862744186084	7.92548424883386e-11	3.45517139879319e-07	14.8857870642937
903	-0.271359581895537	2.72924279659535	-12.4304185563423	8.57712478111345e-11	3.45517139879319e-07	14.8120217636699
3091	-1.144520262949	1.19651393815722	-12.4155468323885	8.75989316333402e-11	3.45517139879319e-07	14.7923278715632
8254	0.276595820814295	2.91603373825919	12.2115759334645	1.1721027496076e-10	4.13551795420587e-07	14.5199182498396
34466	0.215973179197643	3.04501836482541	12.1895717378734	1.20978175585241e-10	4.13551795420587e-07	14.4902726553208
33196	0.149598829567325	2.91822455304512	11.9303828260217	1.76210338867756e-10	5.36775982863895e-07	14.1372305553326
26793	-1.33861939375184	1.98895945097721	-11.8913265342729	1.86585889866415e-10	5.36775982863895e-07	14.0834111224098
19811	-0.178446262567697	3.38466921930828	-11.8701438961739	1.92478086715227e-10	5.36775982863895e-07	14.0541528362978
23237	0.220308528247729	3.11214735366818	11.8478180136323	1.98898971729737e-10	5.36775982863895e-07	14.023263033867
19464	0.162398400533033	2.98306399957243	11.67976746231	2.55016252008674e-10	6.53810666899838e-07	13.7890123479064
1503	0.171031064903022	3.03583792305745	11.6240785815968	2.77074409375806e-10	6.76536543578754e-07	13.7107037894694
25443	0.225090851933815	2.79277560497754	11.5339214268359	3.17104794359394e-10	7.32023485122739e-07	13.5831996591322
