	logFC	AveExpr	t	P.Value	adj.P.Val	B
491	-0.492094819189628	2.86986688563048	-19.6405981974686	2.03317854564475e-39	1.0425326310648e-34	78.8831261830957
24767	-0.848558681988357	2.4887320340428	-19.3760844813234	7.07439225249424e-39	1.81373268569447e-34	77.6652433464892
14578	-0.587816861371313	3.08771026680293	-19.0714099475176	3.00735004962968e-38	5.14016270482706e-34	76.2509495873906
9730	0.671124721867861	2.97536413399696	18.816029755487	1.0207658556347e-37	1.30851975033813e-33	75.0559873085099
51108	0.92193525827754	2.62975585632708	18.1369298699337	2.73976294208882e-36	2.4278707171768e-32	71.8362972732108
30400	-0.234696384113424	2.90392936308908	-18.1295105617849	2.84094397048538e-36	2.4278707171768e-32	71.8007843982219
44328	-0.379095124982359	3.24830489539399	-18.030596862933	4.61025105169623e-36	3.3770747560968e-32	71.3266349580677
17233	-0.363249564712886	2.80463085945614	-17.9129672165238	8.21237287754206e-36	4.73653160511372e-32	70.761089677522
45095	0.333725708554539	3.14604567846517	17.9104752571165	8.31359397106316e-36	4.73653160511372e-32	70.7490890006764
38264	-0.46330210088951	2.68030493637687	-17.7068903598941	2.2676373830997e-35	1.1627537445582e-31	69.7659142376915
38613	-0.580097222839043	2.98902732640902	-17.6597204394046	2.86329509380995e-35	1.33471199300181e-31	69.537339379008
31809	-0.806692666366547	2.44032532731872	-17.1579592987622	3.48195613741523e-34	1.48783985751753e-30	67.0879281222648
34091	-0.387034848676572	2.80949671316877	-16.8559143315612	1.59030275754061e-33	6.0768223409852e-30	65.597718578466
35354	-0.715908979779636	2.3845220119546	-16.8475163627557	1.65916828094611e-33	6.0768223409852e-30	65.5561176518087
4981	-0.384719262248831	2.91839436217549	-16.7433482313283	2.80910098964668e-33	9.60263082300822e-30	65.0393511768039
40343	-0.335288662316442	2.7629156951811	-16.6680341254122	4.11396831819769e-33	1.3184239967744e-29	64.6648639090531
9118	-0.311543684688359	2.78290312456765	-16.2507131123805	3.4498173853645e-32	1.04054609559971e-28	62.5767993020361
41913	0.30882612014755	2.90195078230513	16.0983356011201	7.53828220181588e-32	2.14740532322395e-28	61.808945631086
522	-0.355215573065933	3.00864810073031	-16.0112927158168	1.17958497030079e-31	3.18338941774438e-28	61.3690343213934
18037	-0.37553232531638	2.8854568769326	-15.8925942358763	2.17535865160283e-31	5.57718451097934e-28	60.7676374589278
35108	-0.426238342841455	2.98519941724593	-15.8666978413166	2.48665813674154e-31	6.07170869616948e-28	60.6362022019564
43333	-0.380980685257028	3.05009892104753	-15.7455105442338	4.65466874863499e-31	1.08487633979549e-27	60.0200424021813
34641	-0.334230260966584	2.94181483948825	-15.7227288227718	5.23787887298306e-31	1.16772816126556e-27	59.904013531446
45462	-0.331843267137177	3.09180835387548	-15.702593296309	5.81418703338174e-31	1.24220105968201e-27	59.8014098434876
41970	-0.396946847536439	3.2103978959636	-15.674569435841	6.72382452431891e-31	1.37908330523591e-27	59.6585287509969
25867	0.361799225293409	2.85764545654021	15.3686869814523	3.30518933476099e-30	6.51834185881555e-27	58.0928837342398
50689	-0.414547906648574	2.99221256349224	-15.3554237360189	3.54232149835999e-30	6.72726211666322e-27	58.0247465077131
50333	0.177368873854569	3.13871621660419	15.2027287223434	7.876593032e-30	1.4424292296744e-26	57.238831067731
2231	-0.367176247088327	2.81498376285316	-15.1849735263104	8.64502405394759e-30	1.52855949444902e-26	57.147270490671
14145	-0.233778665623211	2.99377499337849	-15.1360258409155	1.1176256106113e-29	1.91024569365683e-26	56.8946677082297
38034	-0.227147764877251	3.07650245891967	-15.1114318237088	1.27168208257192e-29	2.10344420857928e-26	56.7676424384485
19045	-0.200783474356161	3.1250144787129	-15.0641553831025	1.6302903919057e-29	2.6123365667299e-26	56.5232710427728
48528	0.472865510441042	2.94426176468961	15.0396891451391	1.85412698678573e-29	2.8008851579502e-26	56.3967054314408
