	logFC	AveExpr	t	P.Value	adj.P.Val	B
10919	7.02469941048626	13.8507917186929	27.2086425938704	1.58278515516641e-29	1.7624312702778e-25	55.1040879631104
8623	-7.75507912422135	6.10056024348379	-20.6373498398818	1.55592749174771e-24	8.6626263103054e-21	44.857601690993
2475	-6.65055385059746	5.59377338457301	-18.3224825316041	1.85880107527924e-22	6.8992499910781e-19	40.4247370884384
10860	-9.27384682828347	5.30641944704533	-17.4023961360314	1.41880622625828e-21	3.94960183234647e-18	38.517310529909
1556	-7.59306377393722	6.06027871215632	-16.5588142951311	9.82784577521018e-21	2.18866125413931e-17	36.689323764135
3230	4.80495934421773	12.3058711736412	16.3123023549097	1.75379175011999e-20	3.25474518959768e-17	36.140252795746
1678	-4.17636910017877	7.32372723151672	-15.9671418646714	3.98817256632326e-20	6.34404307514421e-17	35.3598070240336
3559	-5.51781498932958	7.91572515143071	-14.9681467342718	4.6225922974724e-19	6.4340706540444e-16	33.021980340445
11031	-4.95924563606376	8.10381469840082	-14.614477186279	1.13032287037507e-18	1.39846057351404e-15	32.165289198045
10219	-6.04349395043396	8.79360378572895	-14.5173959951675	1.44838896222723e-18	1.61278110944003e-15	31.9274048525421
9661	-8.34431992796778	8.29713168845245	-14.4346115621416	1.79095564084972e-18	1.81293555098742e-15	31.7236170621332
2776	-4.18079845550332	9.31573286992946	-14.2682946503041	2.75021743075156e-18	2.418477780593e-15	31.3115816593827
10299	-3.95049208051676	10.2202782991766	-14.2581320627128	2.82354837428908e-18	2.418477780593e-15	31.2862909236478
1801	-5.83662621075864	8.72104378759341	-13.9283256234718	6.67659334886958e-18	5.31027620997591e-15	30.4583575733763
9474	-5.39827568802171	7.89134576477952	-13.8795583894057	7.59099683386649e-18	5.57261635555413e-15	30.3347460220379
1023	-5.54310292886086	5.98606253170091	-13.8593025061046	8.00735174574459e-18	5.57261635555413e-15	30.283312399022
5416	-4.41188570135839	8.41972718360256	-13.7287426149305	1.13103414256769e-17	7.40827363381837e-15	29.9505169336672
10822	-5.99390297701301	7.70658926654894	-13.6743216968121	1.30694752786151e-17	7.70969064261108e-15	29.8111431411102
10302	-9.71278800807767	4.98305273567045	-13.6718612345778	1.31552871315322e-17	7.70969064261108e-15	29.804832676605
4968	-6.9741499261197	7.11398326582428	-13.4027414396925	2.70335336873029e-17	1.50509198804059e-14	29.1098147017427
838	6.21200405750817	12.0776512742722	13.3392265798401	3.2083988569504e-17	1.70121529867346e-14	28.9443919048769
6679	6.78936016756313	15.0143855376835	13.2111311359339	4.53903903351635e-17	2.29737271082748e-14	28.6091441074933
10696	-5.04565488942956	7.87265109913027	-13.1720523941042	5.04785157898281e-17	2.39704895862249e-14	28.5064341601838
10422	-4.74931532656344	7.83681856249726	-13.1635151771134	5.16651773748899e-17	2.39704895862249e-14	28.4839688756484
2973	-3.75113833029608	9.93350037415306	-13.1463038946847	5.41444954820932e-17	2.41159582877243e-14	28.4386486604456
2020	5.40536561011579	13.374237515541	13.1251093399114	5.73645751220684e-17	2.4567482460932e-14	28.3827855355656
6555	-2.62856895472183	9.63109641118145	-13.081799308742	6.45636718507015e-17	2.66265365206504e-14	28.2684455146788
2952	-6.83500972105	7.26162440872033	-12.9961512365596	8.16250133086063e-17	3.24605186854047e-14	28.0415930889529
6044	-6.00715127966922	7.28310805149127	-12.8321530099486	1.28211433940494e-16	4.92287695492207e-14	27.604471802778
3640	-4.70993666345614	8.15319911260483	-12.7450630097427	1.63178034624432e-16	5.88985310731732e-14	27.3708700271786
3817	4.97643057895114	11.6025686737972	12.7433085039994	1.63974356826975e-16	5.88985310731732e-14	27.3661533926448
8898	4.94270580605444	12.2361596189946	12.7184945003578	1.75669222119819e-16	6.11273996345059e-14	27.2994014181316
4969	-7.75519115955088	8.06040470690096	-12.6291363744658	2.25278463170929e-16	7.60144147699482e-14	27.0583298514578
8555	-5.80561253165724	6.7996376002029	-12.6125527055922	2.3594766476091e-16	7.72728602091979e-14	27.0134712561444
369	4.60645480269863	12.7981818090512	12.4790522410827	3.42879927788281e-16	1.090847998835e-13	26.6509950240915
5789	-6.38335919725678	7.70478918796608	-12.312076271357	5.48980286687332e-16	1.69802652562873e-13	26.1942147449513
7439	-3.12335411646352	8.26781228658128	-12.2719515654665	6.15046784485252e-16	1.85095836357926e-13	26.0838828045615
8173	-3.45030170433665	8.94385484708914	-12.2558401395344	6.43797886461138e-16	1.88649722782757e-13	26.0395189302238
3523	5.41751676551849	15.3470687543466	12.2453006731555	6.633409528737e-16	1.89392346416632e-13	26.0104786254887
8669	-3.74030229830673	9.86126967576623	-12.2013887744631	7.51473534085299e-16	2.09191445050995e-13	25.8893209521403
10040	2.96239886838865	9.9280796962726	11.9125118286924	1.71789603049471e-15	4.64239398643584e-13	25.0856958533709
4623	-10.3271663094882	4.13459055210333	-11.9058752843546	1.7510601475555e-15	4.64239398643584e-13	25.0670991932246
7624	-11.9303544105491	4.86570813919134	-11.8661862935335	1.96342637409833e-15	5.08436108734533e-13	24.9557580306745
9665	-3.85661426658527	8.16694921372607	-11.8036517637826	2.35246381360997e-15	5.95333740103342e-13	24.7798882330472
10492	-7.69272499596788	6.69011813012645	-11.7515021286087	2.73628441023927e-15	6.77078375733652e-13	24.632813543149
1709	4.99746214060077	11.4055011870477	11.6924725144113	3.24820213200017e-15	7.8627675521352e-13	24.4658844788884
9593	5.24716178608627	8.88861949239906	11.5946926873868	4.31965457106456e-15	1.02339050316604e-12	24.1883198430952
9719	-4.40442988197094	7.06001989294682	-11.5419665763744	5.0400187289214e-15	1.160108518459e-12	24.0381020435188
5781	-3.94413394058891	10.1268242376932	-11.5308556910707	5.206757157204e-15	1.160108518459e-12	24.00639811319
7587	-7.99853807436563	5.99933312934159	-11.5306898170755	5.20928836308486e-15	1.160108518459e-12	24.0059246777361
4322	-3.36801606785327	10.0450522235212	-11.4913155942341	5.84690689670586e-15	1.27657467244745e-12	23.8934361935702
547	-4.33621046794028	7.57849532679446	-11.4678626481474	6.26379775132458e-15	1.34129592232691e-12	23.826331974995
11052	-2.23895429901043	11.2091719808755	-11.425129294105	7.10262269589884e-15	1.49222082488365e-12	23.7038676196894
10505	3.5822534477952	12.2410839129487	11.400542277585	7.63605347824653e-15	1.57458250889398e-12	23.6332928490241
10390	2.56825573226356	12.5622534347546	11.280266283682	1.08945348018409e-14	2.18748710144126e-12	23.2868540595704
7201	-3.34745646386249	9.51775157103018	-11.2769751866267	1.10012822344598e-14	2.18748710144126e-12	23.277346555767
7654	3.01865122445588	9.1768921847146	11.2683159440976	1.12872452760867e-14	2.20497326577588e-12	23.2523241480318
1541	-3.62482145698685	7.13745560112374	-11.1173441046848	1.76835749256732e-14	3.3949414965064e-12	22.8144101802058
1154	5.11387382231055	8.75125427489624	11.0874012027898	1.93372182373755e-14	3.64949025547757e-12	22.7271852751017
8643	3.71778104478901	9.19268043452103	11.0644947292982	2.07075406270873e-14	3.80419952809422e-12	22.6603748358204
10331	6.51266791261084	15.1465928731183	11.0623585991984	2.08402488741578e-14	3.80419952809422e-12	22.6541408026663
6760	-3.42199892760261	7.56765198084319	-11.0564741682745	2.12103019766462e-14	3.80930181467671e-12	22.6369645823762
7184	-7.99379208381812	4.60125448095672	-10.9890391178864	2.59588053955734e-14	4.58811584253508e-12	22.4397882305763
11015	-4.20558834186822	7.89782250245057	-10.9729413404878	2.72437460044396e-14	4.73998612124117e-12	22.3926272398062
