	logFC	AveExpr	t	P.Value	adj.P.Val	B
42546	-4.86403691196127	11.3854918610214	-17.1625157808967	3.98201024060613e-16	2.0418155709732e-11	25.6023175972752
3570	-8.00200420596855	10.1417247518642	-15.6025940316442	4.22662353296933e-15	1.08362174138268e-10	23.5914672338811
42785	-4.08618641525971	12.8110097097212	-14.2902557845177	3.59170960224096e-14	6.13895005215025e-10	21.7211262310807
31229	-3.85580877446794	12.5790230796673	-13.995602626441	5.93034191521675e-14	7.60210530111635e-10	21.2767046305963
46565	-4.29389584288077	10.0875394217896	-12.2124562323417	1.47864572873089e-12	1.34878481338373e-08	18.3771106941651
38960	-4.90599850901754	9.72578684225538	-12.1781096906656	1.57826446686605e-12	1.34878481338373e-08	18.3175180993896
18347	-6.65453773000744	7.47414829619457	-11.6389057484729	4.46850368742056e-12	3.27324278680252e-08	17.3623225146827
3877	-7.32417406088223	10.5201304180402	-11.3615712525183	7.73070029025371e-12	4.95499235103812e-08	16.8563428294851
38165	-3.6347605114646	11.3520850929032	-11.1045949144	1.29502957022485e-11	7.3782151380944e-08	16.3783843329796
13196	-4.96720795488592	11.7371703762878	-10.9883006881254	1.63981749540306e-11	8.40832818942872e-08	16.1591609879193
43850	-3.18563413660241	13.0407849094013	-10.8527741852564	2.16348622298103e-11	9.80949699831304e-08	15.9013604157242
22166	5.85631313818606	8.36705685398084	10.8239082783284	2.2956931894016e-11	9.80949699831304e-08	15.8461264565516
40854	-4.59918334030715	9.63265921151822	-10.6316490089708	3.41671050374211e-11	1.21244488809062e-07	15.4753148973349
47165	-5.88106707794461	9.49196496939087	-10.6244659297931	3.468153752477e-11	1.21244488809062e-07	15.4613617014708
23392	3.79425503317566	7.0975360175729	10.6136908890346	3.54681982240411e-11	1.21244488809062e-07	15.4404176444073
50009	3.9044514918587	8.80767177738339	10.5520187453631	4.03376887863554e-11	1.29272208138072e-07	15.3202311463747
4124	5.11917688976081	8.13416035798324	10.4310635415272	5.19856169292394e-11	1.56800852568452e-07	15.082971864312
18113	-3.18640054191178	10.805899643028	-10.3484546851903	6.18844194704025e-11	1.76288082931353e-07	14.9197514249683
8921	-4.78730658014361	8.73639686102566	-10.1928600158757	8.61324355267063e-11	2.32448777056179e-07	14.6097094282695
14259	-4.71221541358107	10.187234198366	-10.1361652515008	9.72331892254373e-11	2.49286450536176e-07	14.4958850166169
23622	-3.74992337701804	10.1144177907097	-10.0985393897601	1.05402771675608e-10	2.57363453354214e-07	14.4200922368151
24602	3.42287420043619	9.43083682821704	10.0415150156892	1.19152226407013e-10	2.77711343693e-07	14.3048387201936
45056	3.22300686905634	8.25884108960173	9.9531601096178	1.44199547311699e-10	3.21477216867594e-07	14.1253442140551
24421	-4.26894378373223	11.7608611440474	-9.87265825863494	1.71726628419149e-10	3.66893941617512e-07	13.9608289437915
10671	5.00959118630114	11.5721754261365	9.72058998101046	2.39413643408685e-10	4.91046959176949e-07	13.6475138678383
34589	-5.93037063045459	8.62953666797812	-9.63906541369528	2.86449489920604e-10	5.64922463275727e-07	13.4781687276136
38199	-2.21217844551512	11.2839413926671	-9.60637371648698	3.07886668322141e-10	5.8471099277356e-07	13.4099901895954
